event_id,timestamp_utc,region,service,environment,transactions,avg_latency_ms,error_rate_pct,availability_pct,target_latency_ms,status
EVT-0132,2026-09-01T16:00:00Z,Leeds,Reporting Engine,Production,739,437,0.72,99.649,450,Healthy
EVT-0133,2026-09-01T18:00:00Z,London,Payments API,Production,1742,167,0.95,99.463,300,Watch
EVT-0134,2026-09-01T18:00:00Z,London,Client Portal,Production,813,337,1.18,99.388,350,Watch
EVT-0135,2026-09-01T18:00:00Z,London,Reporting Engine,Production,359,482,0.65,99.598,450,Watch
EVT-0136,2026-09-01T18:00:00Z,Manchester,Payments API,Production,1316,309,0.48,99.746,300,Watch
EVT-0137,2026-09-01T18:00:00Z,Manchester,Client Portal,Production,873,335,0.82,99.55,350,Healthy
EVT-0138,2026-09-01T18:00:00Z,Manchester,Reporting Engine,Production,747,431,1.02,99.414,450,Watch
EVT-0139,2026-09-01T18:00:00Z,Bristol,Payments API,Production,1278,194,1.05,99.415,300,Watch
EVT-0140,2026-09-01T18:00:00Z,Bristol,Client Portal,Production,953,294,0.66,99.605,350,Healthy
EVT-0141,2026-09-01T18:00:00Z,Bristol,Reporting Engine,Production,597,511,0.97,99.508,450,Watch
EVT-0142,2026-09-01T18:00:00Z,Leeds,Payments API,Production,1065,257,0.44,99.78,300,Healthy
EVT-0143,2026-09-01T18:00:00Z,Leeds,Client Portal,Production,371,282,0.43,99.792,350,Healthy
EVT-0144,2026-09-01T18:00:00Z,Leeds,Reporting Engine,Production,635,425,0.92,99.541,450,Watch
EVT-0145,2026-09-02T08:00:00Z,London,Payments API,Production,1119,298,0.02,99.811,300,Healthy
EVT-0146,2026-09-02T08:00:00Z,London,Client Portal,Production,774,235,0.89,99.463,350,Healthy
EVT-0147,2026-09-02T08:00:00Z,London,Reporting Engine,Production,454,337,0.98,99.445,450,Watch
EVT-0148,2026-09-02T08:00:00Z,Manchester,Payments API,Production,1340,304,0.71,99.621,300,Watch
EVT-0149,2026-09-02T08:00:00Z,Manchester,Client Portal,Production,654,345,0.71,99.51,350,Healthy
EVT-0150,2026-09-02T08:00:00Z,Manchester,Reporting Engine,Staging,591,395,0.69,99.633,450,Healthy
EVT-0151,2026-09-02T08:00:00Z,Bristol,Payments API,Production,1166,305,0.02,99.873,300,Watch
EVT-0152,2026-09-02T08:00:00Z,Bristol,Client Portal,Production,681,318,0.91,99.525,350,Watch
EVT-0153,2026-09-02T08:00:00Z,Bristol,Reporting Engine,Production,564,386,0.92,99.419,450,Watch
EVT-0154,2026-09-02T08:00:00Z,Leeds,Payments API,Production,1171,299,0.4,99.645,300,Healthy
EVT-0155,2026-09-02T08:00:00Z,Leeds,Client Portal,Production,885,317,0.41,99.799,350,Healthy
EVT-0156,2026-09-02T08:00:00Z,Leeds,Reporting Engine,Staging,951,407,0.61,99.704,450,Healthy
EVT-0157,2026-09-02T10:00:00Z,London,Payments API,Staging,1203,144,0.29,99.719,300,Healthy
EVT-0158,2026-09-02T10:00:00Z,London,Client Portal,Staging,789,283,1.2,99.391,350,Watch
EVT-0159,2026-09-02T10:00:00Z,London,Reporting Engine,Staging,761,303,0.97,99.421,450,Watch
EVT-0160,2026-09-02T10:00:00Z,Manchester,Payments API,Production,1396,223,0.4,99.672,300,Healthy
EVT-0161,2026-09-02T10:00:00Z,Manchester,Client Portal,Production,1008,302,1.17,99.447,350,Watch
EVT-0162,2026-09-02T10:00:00Z,Manchester,Reporting Engine,Production,652,430,1.14,99.389,450,Watch
EVT-0163,2026-09-02T10:00:00Z,Bristol,Payments API,Production,1305,247,0.41,99.773,300,Healthy
EVT-0164,2026-09-02T10:00:00Z,Bristol,Client Portal,Production,1066,275,0.94,99.45,350,Watch
EVT-0165,2026-09-02T10:00:00Z,Bristol,Reporting Engine,Staging,954,390,1.19,99.375,450,Watch
EVT-0166,2026-09-02T10:00:00Z,Leeds,Payments API,Production,960,131,0.54,99.6,300,Healthy
EVT-0167,2026-09-02T10:00:00Z,Leeds,Client Portal,Staging,861,264,0.31,99.787,350,Healthy
EVT-0168,2026-09-02T10:00:00Z,Leeds,Reporting Engine,Production,895,444,1.1,99.331,450,Watch
EVT-0169,2026-09-02T12:00:00Z,London,Payments API,Production,956,262,0.92,99.431,300,Watch
EVT-0170,2026-09-02T12:00:00Z,London,Client Portal,Production,663,284,1.27,99.292,350,Watch
EVT-0171,2026-09-02T12:00:00Z,London,Reporting Engine,Staging,795,482,0.31,99.681,450,Watch
EVT-0172,2026-09-02T12:00:00Z,Manchester,Payments API,Production,1125,246,0.61,99.611,300,Healthy
EVT-0173,2026-09-02T12:00:00Z,Manchester,Client Portal,Staging,876,325,0.88,99.461,350,Healthy
EVT-0174,2026-09-02T12:00:00Z,Manchester,Reporting Engine,Production,709,492,0.93,99.486,450,Watch
EVT-0175,2026-09-02T12:00:00Z,Bristol,Payments API,Production,1094,337,1.12,99.384,300,Watch
EVT-0176,2026-09-02T12:00:00Z,Bristol,Client Portal,Production,865,443,0.71,99.597,350,Watch
EVT-0177,2026-09-02T12:00:00Z,Bristol,Reporting Engine,Production,805,510,1.03,99.415,450,Watch
EVT-0178,2026-09-02T12:00:00Z,Leeds,Payments API,Production,1045,224,0.66,99.597,300,Healthy
EVT-0179,2026-09-02T12:00:00Z,Leeds,Client Portal,Production,843,355,0.92,99.517,350,Watch
EVT-0180,2026-09-02T12:00:00Z,Leeds,Reporting Engine,Production,799,470,1.22,99.348,450,Watch
EVT-0181,2026-09-02T14:00:00Z,London,Payments API,Staging,1677,250,0.41,99.714,300,Healthy
EVT-0182,2026-09-02T14:00:00Z,London,Client Portal,Production,778,325,0.7,99.576,350,Healthy
EVT-0183,2026-09-02T14:00:00Z,London,Reporting Engine,Production,696,495,0.93,99.518,450,Watch
EVT-0184,2026-09-02T14:00:00Z,Manchester,Payments API,Production,1004,261,0.22,99.771,300,Healthy
EVT-0185,2026-09-02T14:00:00Z,Manchester,Client Portal,Production,565,423,1.18,99.413,350,Watch
EVT-0186,2026-09-02T14:00:00Z,Manchester,Reporting Engine,Production,524,463,0.55,99.736,450,Watch
EVT-0187,2026-09-02T14:00:00Z,Bristol,Payments API,Production,1088,330,0.82,99.456,300,Watch
EVT-0188,2026-09-02T14:00:00Z,Bristol,Client Portal,Production,1070,441,0.49,99.733,350,Watch
EVT-0189,2026-09-02T14:00:00Z,Bristol,Reporting Engine,Staging,817,429,0.79,99.624,450,Healthy
EVT-0190,2026-09-02T14:00:00Z,Leeds,Payments API,Staging,1497,274,1.2,99.305,300,Watch
EVT-0191,2026-09-02T14:00:00Z,Leeds,Client Portal,Production,721,502,0.9,99.453,350,Watch
EVT-0192,2026-09-02T14:00:00Z,Leeds,Reporting Engine,Production,587,455,0.72,99.555,450,Watch
EVT-0193,2026-09-02T16:00:00Z,London,Payments API,Production,1030,143,0.69,99.647,300,Healthy
EVT-0194,2026-09-02T16:00:00Z,London,Client Portal,Production,953,277,0.53,99.597,350,Healthy
EVT-0195,2026-09-02T16:00:00Z,London,Reporting Engine,Production,910,472,1.03,99.463,450,Watch
EVT-0196,2026-09-02T16:00:00Z,Manchester,Payments API,Production,1345,229,0.46,99.704,300,Healthy
EVT-0197,2026-09-02T16:00:00Z,Manchester,Client Portal,Production,717,338,0.34,99.713,350,Healthy
EVT-0198,2026-09-02T16:00:00Z,Manchester,Reporting Engine,Staging,521,449,1.06,99.495,450,Watch
EVT-0199,2026-09-02T16:00:00Z,Bristol,Payments API,Production,1322,302,0.02,99.985,300,Watch
EVT-0200,2026-09-02T16:00:00Z,Bristol,Client Portal,Production,366,390,1.07,99.365,350,Watch
EVT-0201,2026-09-02T16:00:00Z,Bristol,Reporting Engine,Production,572,418,1.1,99.433,450,Watch
EVT-0202,2026-09-02T16:00:00Z,Leeds,Payments API,Production,1451,239,0.98,99.477,300,Watch
EVT-0203,2026-09-02T16:00:00Z,Leeds,Client Portal,Production,591,277,1.36,99.344,350,Critical
EVT-0204,2026-09-02T16:00:00Z,Leeds,Reporting Engine,Production,718,436,0.75,99.525,450,Healthy
EVT-0205,2026-09-02T18:00:00Z,London,Payments API,Production,1555,234,0.46,99.631,300,Healthy
EVT-0206,2026-09-02T18:00:00Z,London,Client Portal,Production,843,307,0.66,99.68,350,Healthy
EVT-0207,2026-09-02T18:00:00Z,London,Reporting Engine,Production,1016,425,0.85,99.475,450,Healthy
EVT-0208,2026-09-02T18:00:00Z,Manchester,Payments API,Production,1150,251,0.73,99.662,300,Healthy
EVT-0209,2026-09-02T18:00:00Z,Manchester,Client Portal,Production,731,247,0.25,99.795,350,Healthy
EVT-0210,2026-09-02T18:00:00Z,Manchester,Reporting Engine,Production,346,442,0.78,99.641,450,Healthy
EVT-0211,2026-09-02T18:00:00Z,Bristol,Payments API,Production,1038,297,0.02,99.98,300,Healthy
EVT-0212,2026-09-02T18:00:00Z,Bristol,Client Portal,Production,557,360,1.08,99.426,350,Watch
EVT-0213,2026-09-02T18:00:00Z,Bristol,Reporting Engine,Staging,813,457,0.71,99.631,450,Watch
EVT-0214,2026-09-02T18:00:00Z,Leeds,Payments API,Production,1048,235,0.47,99.609,300,Healthy
EVT-0215,2026-09-02T18:00:00Z,Leeds,Client Portal,Production,850,256,1.2,99.306,350,Watch
EVT-0216,2026-09-02T18:00:00Z,Leeds,Reporting Engine,Production,814,466,0.29,99.831,450,Watch
EVT-0217,2026-09-03T08:00:00Z,London,Payments API,Production,1362,221,0.23,99.879,300,Healthy
EVT-0218,2026-09-03T08:00:00Z,London,Client Portal,Production,691,298,0.53,99.734,350,Healthy
EVT-0219,2026-09-03T08:00:00Z,London,Reporting Engine,Staging,919,473,0.92,99.453,450,Watch
EVT-0220,2026-09-03T08:00:00Z,Manchester,Payments API,Staging,976,261,0.4,99.719,300,Healthy
EVT-0221,2026-09-03T08:00:00Z,Manchester,Client Portal,Production,897,350,0.53,99.605,350,Healthy
EVT-0222,2026-09-03T08:00:00Z,Manchester,Reporting Engine,Production,1019,365,0.71,99.617,450,Healthy
EVT-0223,2026-09-03T08:00:00Z,Bristol,Payments API,Production,1456,275,0.57,99.591,300,Healthy
EVT-0224,2026-09-03T08:00:00Z,Bristol,Client Portal,Production,799,351,0.38,99.684,350,Watch
EVT-0225,2026-09-03T08:00:00Z,Bristol,Reporting Engine,Staging,727,522,0.45,99.793,450,Watch
EVT-0226,2026-09-03T08:00:00Z,Leeds,Payments API,Staging,1268,203,0.33,99.819,300,Healthy
EVT-0227,2026-09-03T08:00:00Z,Leeds,Client Portal,Production,933,300,1.45,99.246,350,Critical
EVT-0228,2026-09-03T08:00:00Z,Leeds,Reporting Engine,Production,940,428,1.15,99.477,450,Watch
EVT-0229,2026-09-03T10:00:00Z,London,Payments API,Production,1383,225,0.38,99.699,300,Healthy
EVT-0230,2026-09-03T10:00:00Z,London,Client Portal,Production,711,321,0.74,99.658,350,Healthy
EVT-0231,2026-09-03T10:00:00Z,London,Reporting Engine,Production,598,345,0.73,99.584,450,Healthy
EVT-0232,2026-09-03T10:00:00Z,Manchester,Payments API,Production,1156,316,1.08,99.494,300,Watch
EVT-0233,2026-09-03T10:00:00Z,Manchester,Client Portal,Production,1045,306,0.33,99.843,350,Healthy
EVT-0234,2026-09-03T10:00:00Z,Manchester,Reporting Engine,Production,762,436,0.78,99.595,450,Healthy
EVT-0235,2026-09-03T10:00:00Z,Bristol,Payments API,Production,1305,282,0.53,99.627,300,Healthy
EVT-0236,2026-09-03T10:00:00Z,Bristol,Client Portal,Production,575,335,1.14,99.397,350,Watch
EVT-0237,2026-09-03T10:00:00Z,Bristol,Reporting Engine,Staging,715,446,0.86,99.61,450,Healthy
EVT-0238,2026-09-03T10:00:00Z,Leeds,Payments API,Staging,1353,235,0.23,99.793,300,Healthy
EVT-0239,2026-09-03T10:00:00Z,Leeds,Client Portal,Production,824,296,1.08,99.37,350,Watch
EVT-0240,2026-09-03T10:00:00Z,Leeds,Reporting Engine,Production,979,430,0.17,99.908,450,Healthy
EVT-0241,2026-09-03T12:00:00Z,London,Payments API,Staging,1440,288,0.23,99.841,300,Healthy
EVT-0242,2026-09-03T12:00:00Z,London,Client Portal,Production,726,348,0.97,99.472,350,Watch
EVT-0243,2026-09-03T12:00:00Z,London,Reporting Engine,Production,756,367,0.5,99.628,450,Healthy
EVT-0244,2026-09-03T12:00:00Z,Manchester,Payments API,Staging,1209,379,0.73,99.636,300,Watch
EVT-0245,2026-09-03T12:00:00Z,Manchester,Client Portal,Production,518,394,1.04,99.443,350,Watch
EVT-0246,2026-09-03T12:00:00Z,Manchester,Reporting Engine,Production,792,570,0.45,99.631,450,Watch
EVT-0247,2026-09-03T12:00:00Z,Bristol,Payments API,Production,1011,288,0.85,99.59,300,Healthy
EVT-0248,2026-09-03T12:00:00Z,Bristol,Client Portal,Production,637,352,0.9,99.546,350,Watch
EVT-0249,2026-09-03T12:00:00Z,Bristol,Reporting Engine,Production,773,471,0.7,99.535,450,Watch
EVT-0250,2026-09-03T12:00:00Z,Leeds,Payments API,Production,1433,320,0.08,99.853,300,Watch
EVT-0251,2026-09-03T12:00:00Z,Leeds,Client Portal,Production,833,329,0.98,99.478,350,Watch
EVT-0252,2026-09-03T12:00:00Z,Leeds,Reporting Engine,Staging,688,403,0.57,99.658,450,Healthy
EVT-0253,2026-09-03T14:00:00Z,London,Payments API,Production,1232,304,0.79,99.516,300,Watch
EVT-0254,2026-09-03T14:00:00Z,London,Client Portal,Production,844,331,1.01,99.467,350,Watch
